Date,Tweet
Thu May 24 17:54:36 +0000 2018,"Today\, it was my honor to sign #S2155\, the \Economic Growth\"
Thu May 24 16:57:51 +0000 2018,"I have decided to terminate the planned Summit in Singapore on June 12th. While many things can happen and a great opportunity lies ahead potentially\, I believe that this is a tremendous setback for North Korea and indeed a setback for the world... https://t.co/jT0GfxT0Lc"
Thu May 24 16:24:38 +0000 2018,"It was my great honor to host a roundtable re: MS-13 yesterday in Bethpage\, New York. Democrats must abandon their resistance to border security so that we can SUPPORT law enforcement and SAVE innocent lives! https://t.co/pxe9Z4efyZ"
Thu May 24 16:18:49 +0000 2018,RT @FoxNews: WATCH: @POTUS on his decision to cancel the planned North Korea summit. https://t.co/UlzBnkOdzs https://t.co/LTKbqNDfNU
Thu May 24 16:18:25 +0000 2018,"Sadly\, I was forced to cancel the Summit Meeting in Singapore with Kim Jong Un. https://t.co/rLwXxBxFKx"
Thu May 24 15:03:23 +0000 2018,"Sadly\, I was forced to cancel the Summit Meeting in Singapore with Kim Jung Un. https://t.co/qEoi9ymUEz"
Thu May 24 12:34:29 +0000 2018,"Not surprisingly\, the GREAT Men &amp; Women of the FBI are starting to speak out against Comey\, McCabe and all of the political corruption and poor leadership found within the top ranks of the FBI. Comey was a terrible and corrupt leader who inflicted great pain on the FBI! #SPYGATE"
Thu May 24 12:21:08 +0000 2018,"Clapper has now admitted that there was Spying in my campaign. Large dollars were paid to the Spy\, far beyond normal. Starting to look like one of the biggest political scandals in U.S. history. SPYGATE - a terrible thing!"
Thu May 24 00:58:04 +0000 2018,Will be interviewed on @foxandfriends tomorrow morning at 6:00 A.M. Enjoy!
Thu May 24 00:08:49 +0000 2018,"Great to be in New York for the day. Heading back to the @WhiteHouse now\, lots of work to be done! https://t.co/w3LUiQ8SWh"
Wed May 23 23:41:47 +0000 2018,"Thank you to all of the incredible law enforcement officers and firefighters in Bethpage\, New York. Keep up the great work! https://t.co/SMaZ8Hfas4"
Wed May 23 19:35:18 +0000 2018,"Crippling loopholes in our laws have enabled MS-13 gang members and other criminals to infiltrate our communities - and Democrats in Congress REFUSE to close these loopholes\, including the disgraceful practice known as Catch-and-Release. Democrats must abandon their resistance... https://t.co/VkMCIzwt8v"
Wed May 23 19:29:23 +0000 2018,"Today on Long Island\, we were all moved to be joined by families who have suffered unthinkable heartbreak at the hands of MS-13. I was truly honored to be joined again by the courageous families who were my guests at the State of the Union... https://t.co/Gs0CGJYqXU"
Wed May 23 16:19:04 +0000 2018,Thank you @SBAList! #SBAGala https://t.co/mPKwukX08o
Wed May 23 13:34:06 +0000 2018,WITCH HUNT!
Wed May 23 13:18:54 +0000 2018,"There will be big news coming soon for our great American Autoworkers. After many decades of losing your jobs to other countries\, you have waited long enough!"
Wed May 23 11:58:22 +0000 2018,"Big legislation will be signed by me shortly. After many years\, RIGHT TO TRY and big changes to DODD FRANK."
Wed May 23 11:55:35 +0000 2018,"Our Trade Deal with China is moving along nicely\, but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion."
Wed May 23 11:33:59 +0000 2018,"“Trump should be happy that the FBI was SPYING on his campaign” No\, James Clapper\, I am not happy. Spying on a campaign would be illegal\, and a scandal to boot!"
Wed May 23 11:22:25 +0000 2018,"Everybody is with Tomi Lahren\, a truly outstanding and respected young woman! @foxandfriends"
Wed May 23 11:12:27 +0000 2018,SPYGATE could be one of the biggest political scandals in history!
Wed May 23 11:00:45 +0000 2018,“It’s clear that they had eyes and ears all over the Trump Campaign” Judge Andrew Napolitano
Wed May 23 10:54:01 +0000 2018,"Look how things have turned around on the Criminal Deep State. They go after Phony Collusion with Russia\, a made up Scam\, and end up getting caught in a major SPY scandal the likes of which this country may never have seen before! What goes around\, comes around!"
Wed May 23 10:45:37 +0000 2018,"@foxandfriends  “New Bombshell in the Obama Spying Scandal. Did other Agencies SPY on Trump Campaign?” Even Clapper\, worlds dumbest former Intelligence Head\, who has the problem of lying a lot\, used the word SPY when describing the illegal activities!"
Wed May 23 01:13:46 +0000 2018,"...Follow the money! The spy was there early in the campaign and yet never reported Collusion with Russia\, because there was no Collusion. He was only there to spy for political reasons and to help Crooked Hillary win - just like they did to Bernie Sanders\, who got duped!"
Wed May 23 01:13:46 +0000 2018,"If the person placed very early into my campaign wasn’t a SPY put there by the previous Administration for political purposes\, how come such a seemingly massive amount of money was paid for services rendered - many times higher than normal..."
Wed May 23 00:40:41 +0000 2018,"For the first time since Roe v. Wade\, America has a Pro-Life President\, a Pro-Life Vice President\, a Pro-Life House of Representatives and 25 Pro-Life Republican State Capitals! https://t.co/EfF54tmetT"
Tue May 22 19:35:34 +0000 2018,It was my honor to welcome @NASCAR Cup Series Champion @MartinTruex_Jr and his team to the @WhiteHouse yesterday! https://t.co/5cr2oybrnQ
Tue May 22 18:21:32 +0000 2018,"Today\, it was my great honor to welcome President Moon Jae-in of the Republic of Korea to the @WhiteHouse!🇺🇸🇰🇷 https://t.co/yvOxNiA1DM"
Mon May 21 23:18:00 +0000 2018,".@AsaHutchinson\, the great Governor of Arkansas\, is in a primary tomorrow. He has done an incredible job with a focus on lower taxes\, border security\, and crime prevention. Asa loves our military and our veterans. I fully endorse Asa for Governor!"
Mon May 21 13:16:31 +0000 2018,"Under our potential deal with China\, they will purchase from our Great American Farmers practically as much as our Farmers can produce."
Mon May 21 12:51:20 +0000 2018,"The Wall Street Journal asks\, “WHERE IN THE WORLD WAS BARACK OBAMA?”  A very good question!"
Mon May 21 12:12:55 +0000 2018,"...they then used to start an investigation about Trump. It is that simple. This guy is the genesis of this whole Debacle. This was a Political hit job\, this was not an Intelligence Investigation. Brennan has disgraced himself\, he’s worried about staying out of Jail.” Dan Bongino"
Mon May 21 12:01:01 +0000 2018,"....top of the FBI. Brennan started this entire debacle about President Trump. We now know that Brennan had detailed knowledge of the (phony) Dossier...he knows about the Dossier\, he denies knowledge of the Dossier\, he briefs the Gang of 8 on the Hill about the Dossier\, which...."
Mon May 21 11:53:07 +0000 2018,"“John Brennan is panicking. He has disgraced himself\, he has disgraced the Country\, he has disgraced the entire Intelligence Community. He is the one man who is largely responsible for the destruction of American’s faith in the Intelligence Community and in some people at the...."
Mon May 21 11:40:22 +0000 2018,"China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen\, and North Korea to be VERY successful\, but only after signing!"
Mon May 21 11:31:16 +0000 2018,"On China\, Barriers and Tariffs to come down for first time."
Mon May 21 11:27:42 +0000 2018,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!
Mon May 21 11:21:29 +0000 2018,"I ask Senator Chuck Schumer\, why didn’t President Obama &amp; the Democrats do something about Trade with China\, including Theft of Intellectual Property etc.? They did NOTHING! With that being said\, Chuck &amp; I have long agreed on this issue! Fair Trade\, plus\, with China will happen!"
Sun May 20 17:37:40 +0000 2018,"I hereby demand\, and will do so officially tomorrow\, that the Department of Justice look into whether or not the FBI/DOJ infiltrated or surveilled the Trump Campaign for Political Purposes - and if any such demands or requests were made by people within the Obama Administration!"
Sun May 20 17:14:25 +0000 2018,RT @EricTrump: It is emotional day being back at @StJude in celebration of our dear friend Colin! He was a beautiful child who we will all…
Sun May 20 17:13:47 +0000 2018,The Witch Hunt finds no Collusion with Russia - so now they’re looking at the rest of the World. Oh’ great!
Sun May 20 14:04:24 +0000 2018,"....and why hasn’t the Podesta brother been charged and arrested\, like others\, after being forced to close down his very large and successful firm? Is it because he is a VERY well connected Democrat working in the Swamp of Washington\, D.C.?"
Sun May 20 13:37:34 +0000 2018,"What ever happened to the Server\, at the center of so much Corruption\, that the Democratic National Committee REFUSED to hand over to the hard charging (except in the case of Democrats) FBI? They broke into homes &amp; offices early in the morning\, but were afraid to take the Server?"
Sun May 20 13:29:32 +0000 2018,"Now that the Witch Hunt has given up on Russia and is looking at the rest of the World\, they should easily be able to take it into the Mid-Term Elections where they can put some hurt on the Republican Party. Don’t worry about Dems FISA Abuse\, missing Emails or Fraudulent Dossier!"
Sun May 20 13:19:34 +0000 2018,"...in the Hillary Clinton Campaign where she deleted 33\,000 Emails\, got $145\,000\,000 while Secretary of State\, paid McCabes wife $700\,000 (and got off the FBI hook along with Terry M) and so much more. Republicans and real Americans should start getting tough on this Scam."
Sun May 20 13:11:05 +0000 2018,"....At what point does this soon to be $20\,000\,000 Witch Hunt\, composed of 13 Angry and Heavily Conflicted Democrats and two people who have worked for Obama for 8 years\, STOP! They have found no Collussion with Russia\, No Obstruction\, but they aren’t looking at the corruption..."
Sun May 20 13:04:21 +0000 2018,Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has done a long &amp; boring story indicating that the World’s most expensive Witch Hunt has found nothing on Russia &amp; me so now they are looking at the rest of the World!
Sat May 19 21:27:48 +0000 2018,"If the FBI or DOJ was infiltrating a campaign for the benefit of another campaign\, that is a really big deal. Only the release or review of documents that the House Intelligence Committee (also\, Senate Judiciary) is asking for can give the conclusive answers. Drain the Swamp!"
Sat May 19 18:37:39 +0000 2018,Great to have our incredible First Lady back home in the White House. Melania is feeling and doing really well. Thank you for all of your prayers and best wishes!
Sat May 19 18:33:05 +0000 2018,Great to have our incredible First Lady back home in the White House. Melanie is feeling and doing really well. Thank you for all of your prayers and best wishes!
Sat May 19 18:00:43 +0000 2018,Happy #ArmedForcesDay to our GREAT military men and women for their selfless service to our Nation! https://t.co/jbJvrkV1hH
Sat May 19 13:58:35 +0000 2018,"RT @realDonaldTrump: We grieve for the terrible loss of life\, and send our support and love to everyone affected by this horrible attack in…"
Fri May 18 22:57:09 +0000 2018,"America is blessed with extraordinary energy abundance\, including more than 250 years worth of beautiful clean coal. We have ended the war on coal\, and will continue to work to promote American energy dominance!"
Fri May 18 22:00:58 +0000 2018,"California finally deserves a great Governor\, one who understands borders\, crime and lowering taxes. John Cox is the man - he’ll be the best Governor you’ve ever had. I fully endorse John Cox for Governor and look forward to working with him to Make California Great Again!"
Fri May 18 20:41:21 +0000 2018,"Just met with UN Secretary-General António Guterres who is working hard to “Make the United Nations Great Again.” When the UN does more to solve conflicts around the world\, it means the U.S. has less to do and we save money. @NikkiHaley is doing a fantastic job! https://t.co/pqUv6cyH2z"
Fri May 18 20:22:25 +0000 2018,America is a Nation that believes in the power of redemption. America is a Nation that believes in second chances - and America is a Nation that believes that the best is always yet to come! #PrisonReform https://t.co/Yk5UJUYgHN
Fri May 18 20:02:49 +0000 2018,RT @SteveForbesCEO: .@realDonaldTrump speech on drug costs pays immediate dividends. New @Amgen drug lists at 30% less than expected. Middl…
Fri May 18 16:34:24 +0000 2018,"We grieve for the terrible loss of life\, and send our support and love to everyone affected by this horrible attack in Texas. To the students\, families\, teachers and personnel at Santa Fe High School – we are with you in this tragic hour\, and we will be with you forever... https://t.co/LtJ0D29Hsv"
Fri May 18 15:05:35 +0000 2018,School shooting in Texas. Early reports not looking good. God bless all!
Fri May 18 13:50:11 +0000 2018,"Reports are there was indeed at least one FBI representative implanted\, for political purposes\, into my campaign for president. It took place very early on\, and long before the phony Russia Hoax became a “hot” Fake News story. If true - all time biggest political scandal!"
Fri May 18 13:38:11 +0000 2018,"Why isn’t disgraced FBI official Andrew McCabe being investigated for the $700\,000 Crooked Hillary Democrats in Virginia\, led by Clinton best friend Terry M (under FBI investigation that they killed) gave to McCabe’s wife in her run for office? Then dropped case on Clinton!"
Fri May 18 10:51:43 +0000 2018,"Fake News Media had me calling Immigrants\, or Illegal Immigrants\, “Animals.” Wrong! They were begrudgingly forced to withdraw their stories. I referred to MS 13 Gang Members as “Animals\,” a big difference - and so true. Fake News got it purposely wrong\, as usual!"
Fri May 18 10:24:53 +0000 2018,"“Apparently the DOJ put a Spy in the Trump Campaign. This has never been done before and by any means necessary\, they are out to frame Donald Trump for crimes he didn’t commit.”  David Asman  @LouDobbs @GreggJarrett   Really bad stuff!"
Thu May 17 23:44:23 +0000 2018,RT @WhiteHouse: #Laurel? #Yanny? Or... https://t.co/5hth07SdGY
Thu May 17 22:17:08 +0000 2018,It was my great honor to visit with our HEROES last night at Walter Reed Medical Center. There is nobody like them! https://t.co/fG5W1SwIHK
Thu May 17 22:14:23 +0000 2018,"Tomorrow\, the House will vote on a strong Farm Bill\, which includes work requirements. We must support our Nation’s great farmers!"
Thu May 17 21:53:51 +0000 2018,Great talk with my friend President Mauricio Macri of Argentina this week. He is doing such a good job for Argentina. I support his vision for transforming his country’s economy and unleashing its potential!
Thu May 17 21:27:52 +0000 2018,"Talking trade with the Vice Premier of the People’s Republic of China\, Liu He. https://t.co/9T7Iq6F3Xe"
Thu May 17 21:00:12 +0000 2018,"Congratulations to our new CIA Director\, Gina Haspel! https://t.co/n1xj9LSV9D"
Thu May 17 15:25:57 +0000 2018,Congrats to the House for passing the VA MISSION Act yesterday. Without this funding our veterans will be forced to stand in never ending lines in order to receive care. Putting politics over our veterans care is UNACCEPTABLE – Senate must vote yes on this bill by Memorial Day!
Thu May 17 13:52:44 +0000 2018,"Despite the disgusting\, illegal and unwarranted Witch Hunt\, we have had the most successful first 17 month Administration in U.S. history - by far! Sorry to the Fake News Media and “Haters\,” but that’s the way it is!"
Thu May 17 12:45:03 +0000 2018,"Wow\, word seems to be coming out that the Obama FBI “SPIED ON THE TRUMP CAMPAIGN WITH AN EMBEDDED INFORMANT.” Andrew McCarthy says\, “There’s probably no doubt that they had at least one confidential informant in the campaign.” If so\, this is bigger than Watergate!"
Thu May 17 11:56:15 +0000 2018,"Wow\, word seems to be coming out that the Obama FBI “SPIED ON THE TRUMP CAMPAIGN WITH AN IMBEDDED INFORMANT.” Andrew McCarthy says\, “There’s probably no doubt that they had at least one confidential informant in the campaign.” If so\, this is bigger than Watergate!"
Thu May 17 11:28:09 +0000 2018,"Congratulations America\, we are now into the second year of the greatest Witch Hunt in American History...and there is still No Collusion and No Obstruction. The only Collusion was that done by Democrats who were unable to win an Election despite the spending of far more money!"
Wed May 16 22:57:25 +0000 2018,Gina Haspel is one step closer to leading our brave men and women at the CIA. She is exceptionally qualified and the Senate should confirm her immediately. We need her to keep our great country safe! #ConfirmGina
Wed May 16 18:40:36 +0000 2018,"...and voted against the massive Tax Cut Bill. He’s also weak on borders and crime. Sadly\, our great Military and Vets mean nothing to Bobby Jr. Lou Barletta will win! #MAGA"
Wed May 16 18:40:35 +0000 2018,"Lou Barletta will be a great Senator for Pennsylvania but his opponent\, Bob Casey\, has been a do-nothing Senator who only shows up at election time. He votes along the Nancy Pelosi\, Elizabeth Warren lines\, loves sanctuary cities\, bad and expensive healthcare..."
Wed May 16 17:50:58 +0000 2018,"Today\, it was my great honor to welcome President Mirziyoyev of Uzbekistan to the @WhiteHouse! https://t.co/3EkHChjnYA"
Wed May 16 17:21:18 +0000 2018,"House votes today on Choice/MISSION Act. Who will stand with our Great Vets\, caregivers\, and Veterans Service Organizations? Must get Choice passed by Memorial Day!"
Wed May 16 13:09:20 +0000 2018,"...haven’t even started yet! The U.S. has very little to give\, because it has given so much over the years. China has much to give!"
Wed May 16 13:09:20 +0000 2018,"...We have not seen China’s demands yet\, which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe\, the meetings..."
Wed May 16 13:09:19 +0000 2018,The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...
Wed May 16 12:25:42 +0000 2018,Congratulations to Deb Fischer. The people of Nebraska have seen what a great job she is doing - and it showed up at the ballot box! #MAGA
Wed May 16 12:07:52 +0000 2018,"Congratulations to Lou Barletta of Pennsylvania. He will be a great Senator and will represent his people well - like they haven’t been represented in many years. Lou is a friend of mine and a special guy\, he will very much help MAKE AMERICA GREAT AGAIN!"
Tue May 15 20:29:39 +0000 2018,Thank you to the Washington Examiner and @CortesSteve on the great article - on WINNING! https://t.co/b5dfUABN5q
Tue May 15 18:56:56 +0000 2018,#PeaceOfficersMemorialDay https://t.co/agxulpPyag
Tue May 15 18:39:58 +0000 2018,Today is one of the most important and solemn occasions of the year – the day we pay tribute to the Law Enforcement Heroes who gave their lives in the line of duty. They made the ultimate sacrifice so that we could live in safety and peace. We stand with our police (HEROES) 100%! https://t.co/XDtYRUeOk1
Tue May 15 17:30:16 +0000 2018,Nebraska - make sure you get out to the polls and VOTE for Deb Fischer today! https://t.co/bDHVaGv2FS
Tue May 15 14:08:21 +0000 2018,"Can you believe that with all of the made up\, unsourced stories I get from the Fake News Media\, together with the  $10\,000\,000 Russian Witch Hunt (there is no Collusion)\, I now have my best Poll Numbers in a year. Much of the Media may be corrupt\, but the People truly get it!"
Tue May 15 12:35:30 +0000 2018,"Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S.\, for many years. Stay tuned!"
Tue May 15 12:26:59 +0000 2018,Our great First Lady is doing really well. Will be leaving hospital in 2 or 3 days. Thank you for so much love and support!
Tue May 15 12:22:10 +0000 2018,RT @Scavino45: “Job openings hit record high of 6.6 million” https://t.co/BwDsLU6T4l
Tue May 15 12:21:24 +0000 2018,RT @Scavino45: “Trump is putting the US back on top” https://t.co/tnYo2EAd2T
Mon May 14 21:09:16 +0000 2018,"Heading over to Walter Reed Medical Center to see our great First Lady\, Melania. Successful procedure\, she is in good spirits. Thank you to all of the well-wishers!"
Mon May 14 20:46:25 +0000 2018,"The so-called leaks coming out of the White House are a massive over  exaggeration put out by the Fake News Media in order to make us look as bad as possible. With that being said\, leakers are traitors and cowards\, and we will find out who they are!"
Mon May 14 20:06:53 +0000 2018,"ZTE\, the large Chinese phone company\, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi."
Mon May 14 15:16:38 +0000 2018,#USEmbassyJerusalem https://t.co/f1SFvrkcAH
Mon May 14 13:36:25 +0000 2018,Big day for Israel. Congratulations!
Mon May 14 10:54:15 +0000 2018,U.S. Embassy opening in Jerusalem will be covered live on @FoxNews &amp; @FoxBusiness. Lead up to 9:00 A.M. (eastern) event has already begun. A great day for Israel!
Mon May 14 00:03:21 +0000 2018,"So sad to see the Terror Attack in Paris. At some point countries will have to open their eyes &amp; see what is really going on. This kind of sickness &amp; hatred is not compatible with a loving\, peaceful\, &amp; successful country! Changes to our thought process on terror must be made."
Sun May 13 20:11:33 +0000 2018,"Remember how badly Iran was behaving with the Iran Deal in place. They were trying to take over the Middle East by whatever means necessary. Now\, that will not happen!"
Sun May 13 19:22:03 +0000 2018,"China and the United States are working well together on trade\, but past negotiations have been so one sided in favor of China\, for so many years\, that it is hard for them to make a deal that benefits both countries. But be cool\, it will all work out!"
Sun May 13 15:01:00 +0000 2018,"President Xi of China\, and I\, are working together to give massive Chinese phone company\, ZTE\, a way to get back into business\, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!"
Sun May 13 12:29:08 +0000 2018,Happy Mother’s Day!!! https://t.co/zw71dnT7TJ
Sat May 12 22:20:16 +0000 2018,"The Senate should get funding done before the August break\, or NOT GO HOME. Wall and Border Security should be included. Also waiting for approval of almost 300 nominations\, worst in history. Democrats are doing everything possible to obstruct\, all they know how to do. STAY!"
Sat May 12 22:02:55 +0000 2018,Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indicator that it was all a big lie. But not anymore!
Sat May 12 21:08:55 +0000 2018,"North Korea has announced that they will dismantle Nuclear Test Site this month\, ahead of the big Summit Meeting on June 12th. Thank you\, a very smart and gracious gesture!"
Fri May 11 23:49:40 +0000 2018,"Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been\, and is\, opposed to the AT&amp;T purchase of Time Warner in a currently ongoing Trial. Such a disgrace in reporting!"
Fri May 11 23:39:01 +0000 2018,Big week next week when the American Embassy in Israel will be moved to Jerusalem. Congratulations to all!
Fri May 11 20:56:25 +0000 2018,"The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We will work every day to ensure all Americans have access to the quality\, affordable medication they need and deserve. We will not rest until the job is done! https://t.co/9BzevAniNx"
Fri May 11 19:30:16 +0000 2018,"Today\, my Administration is launching the most sweeping action in history to lower the price of prescription drugs for the American People. We will have tougher negotiation\, more competition\, and much lower prices at the pharmacy counter! https://t.co/xdakX43a4d"
Fri May 11 00:49:43 +0000 2018,Thank you Indiana! #MAGA🇺🇸\nhttps://t.co/fCv76VyUax
Thu May 10 14:37:57 +0000 2018,The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will both try to make it a very special moment for World Peace!
Thu May 10 14:33:00 +0000 2018,Five Most Wanted leaders of ISIS just captured!
Thu May 10 14:30:27 +0000 2018,"Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal\, even going at it with President Obama\, &amp; then Voted AGAINST it! Now he says I should not have terminated the deal - but he doesn’t really believe that! Same with Comey. Thought he was terrible until I fired him!"
Thu May 10 10:01:43 +0000 2018,"On behalf of the American people\, WELCOME HOME! https://t.co/hISaCI95CB"
Thu May 10 02:19:02 +0000 2018,Gina Haspel did a spectacular job today. There is nobody even close to run the CIA!
Wed May 09 22:41:03 +0000 2018,Looking forward to greeting the Hostages (no longer) at 2:00 A.M.
Wed May 09 22:38:10 +0000 2018,"The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing)\, when in fact he was flying to North Korea. Fake News\, so bad!"
Wed May 09 12:35:51 +0000 2018,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be there to greet them. Very exciting!
Wed May 09 12:30:56 +0000 2018,"I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also\, good meeting with Kim Jong Un. Date &amp; Place set."
Wed May 09 12:00:30 +0000 2018,"Congratulations to Mike Dewine on his big win in the Great State of Ohio. He will be a great Governor with a heavy focus on HealthCare and Jobs.  His Socialist opponent in November should not do well\, a big failure in last job!"
Wed May 09 11:48:17 +0000 2018,"Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expanding group of very smart “thinkers\,” and it is wonderful to watch and hear the dialogue going on...so good for our Country!"
Wed May 09 11:38:45 +0000 2018,"The Fake News is working overtime. Just reported that\, despite the tremendous success we are having with the economy &amp; all things else\, 91% of the Network News about me is negative (Fake). Why do we work so hard in working with the media when it is corrupt? Take away credentials?"
Wed May 09 11:24:20 +0000 2018,"The Republican Party had a great night. Tremendous voter energy and excitement\, and all candidates are those who have a great chance of winning in November. The Economy is sooo strong\, and with Nancy Pelosi wanting to end the big Tax Cuts and Raise Taxes\, why wouldn’t we win?"
Tue May 08 22:11:13 +0000 2018,"The Iran Deal is defective at its core. If we do nothing\, we know what will happen. In just a short time\, the world’s leading state sponsor of terror will be on the cusp of acquiring the world’s most dangerous weapons.... https://t.co/58qwBLzxIH"
Tue May 08 20:33:41 +0000 2018,RT @WhiteHouse: \Finally\
Tue May 08 20:33:39 +0000 2018,"RT @WhiteHouse: \At the heart of the Iran deal was a giant fiction: that a murderous regime desired only a peaceful nuclear energy program.…"""
Tue May 08 18:52:00 +0000 2018,Statement on the Iran Nuclear Deal: https://t.co/O3SpryCKkc
Tue May 08 11:30:23 +0000 2018,"John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John\, you are hurting your country!"
Tue May 08 11:22:53 +0000 2018,"I will be speaking to my friend\, President Xi of China\, this morning at 8:30. The primary topics will be Trade\, where good things will happen\, and North Korea\, where relationships and trust are building."
Tue May 08 11:09:23 +0000 2018,"Gina Haspel\, my highly respected nominee to lead the CIA\, is being praised for the fact that she has been\, and alway will be\, TOUGH ON TERROR! This is a woman who has been a leader wherever she has gone. The CIA wants her to lead them into America’s  bright and glorious future!"
Mon May 07 18:44:32 +0000 2018,I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm.
Mon May 07 17:20:50 +0000 2018,"National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills disposed! Let’s keep fighting this opioid epidemic\, America!"
Mon May 07 14:08:37 +0000 2018,The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran Deal.  He was the one that created this MESS in the first place!
Mon May 07 13:35:32 +0000 2018,"Is this Phony Witch Hunt going to go on even longer so it wrongfully impacts the Mid-Term Elections\, which is what the Democrats always intended? Republicans better get tough and smart before it is too late!"
Mon May 07 13:29:49 +0000 2018,"Lisa Page\, who may hold the record for the most Emails in the shortest period of time (to her Lover\, Peter S)\, and attorney Baker\, are out at the FBI as part of the Probers getting caught? Why is Peter S still there? What a total mess. Our Country has to get back to Business!"
Mon May 07 13:05:44 +0000 2018,"Good luck to Ric Grenell\, our new Ambassador to Germany. A great and talented guy\, he will represent our Country well!"
Mon May 07 13:00:18 +0000 2018,“The Great Revolt” by Salena Zito and Brad Todd does much to tell the story of our great Election victory. The Forgotten Men &amp; Women are forgotten no longer!
Mon May 07 11:39:53 +0000 2018,The 13 Angry Democrats in charge of the Russian Witch Hunt are starting to find out that there is a Court System in place that actually protects people from injustice...and just wait ‘till the Courts get to see your unrevealed Conflicts of Interest!
Mon May 07 11:27:34 +0000 2018,"The Russia Witch Hunt is rapidly losing credibility. House Intelligence Committee found No Collusion\, Coordination or anything else with Russia. So now the Probe says OK\, what else is there? How about Obstruction for a made up\, phony crime.There is no O\, it’s called Fighting Back"
Mon May 07 11:04:47 +0000 2018,"My highly respected nominee for CIA Director\, Gina Haspel\, has come under fire because she was too tough on Terrorists. Think of that\, in these very dangerous times\, we have the most qualified person\, a woman\, who Democrats want OUT because she is too tough on terror. Win Gina!"
Mon May 07 10:53:49 +0000 2018,"To the great people of West Virginia we have\, together\, a really great chance to keep making a big difference. Problem is\, Don Blankenship\, currently running for Senate\, can’t win the General Election in your State...No way! Remember Alabama. Vote Rep. Jenkins or A.G. Morrisey!"
Sat May 05 21:35:50 +0000 2018,"Thank you Cleveland\, Ohio! https://t.co/ROEFRLY7jP"
Sat May 05 00:31:30 +0000 2018,"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results\, but it is hard for China in that they have become very spoiled with U.S. trade wins!"
Sat May 05 00:17:34 +0000 2018,"Just returned home to the beautiful White House\, from Dallas\, where the Arena was packed to the rafters with the great fans and supporters of the @NRA. It was so wonderful to be there!"
Sat May 05 00:08:03 +0000 2018,"Great book just out by very successful businessman @AndyPuzder. Always known as somebody who knows how to win\, “Capitalist Comeback” will be a big hit!"
Fri May 04 22:56:13 +0000 2018,"I want to thank all of our friends and patriots at the @NRA. We will never fail\, and we will always protect your Second Amendment! God Bless you\, and God Bless America! https://t.co/3PoNPV24p4"
Fri May 04 21:59:28 +0000 2018,We are going to demand Congress secure the border in the upcoming CR. Illegal immigration must end!
Fri May 04 21:58:44 +0000 2018,Democrats and liberals in Congress want to disarm law-abiding Americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. Politicians who put criminal aliens before American Citizens should be voted out of office!
Fri May 04 20:37:47 +0000 2018,"All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator\, and that no Government can ever take it away. We believe in the rule of law - and we support the men and women of law enforcement. We have pride in our history... https://t.co/eONj1Y8oju"
Fri May 04 13:27:50 +0000 2018,"JUST OUT: 3.9% Unemployment. 4% is Broken! In the meantime\, WITCH HUNT!"
Fri May 04 10:57:26 +0000 2018,Going to Dallas (the GREAT State of Texas) today. Leaving soon!
Fri May 04 10:45:31 +0000 2018,"NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is\, like so many others\, the sources probably don’t exist\, they are fabricated\, fiction! NBC\, my former home with the Apprentice\, is now as bad as Fake News CNN. Sad!"
