created_at,favorite_count,id_str,in_reply_to_user_id_str,retweet_count,source,text,,,,
Mon Oct 08 18:32:51 +0000 2018,44503,1.04937E+18,NULL,9518,Twitter for iPhone,"It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando\, Florida. Thank you! #IACP2018 #LESM https://t.co/Z0nY5bSNr6",,,,
Mon Oct 08 15:31:51 +0000 2018,43063,1.04932E+18,NULL,8270,Twitter for iPhone,"Departing Washington\, D.C. for the International Association of Chiefs of Police Annual Convention in Orlando\, Florida. Look forward to seeing everyone soon! #IACP2018 https://t.co/EwSd7IU9t1",,,,
Mon Oct 08 13:36:11 +0000 2018,76200,1.04929E+18,NULL,19213,Twitter for iPhone,"Christopher Columbus’s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On #ColumbusDay\, we honor his remarkable accomplishments as a navigator\, &amp; celebrate his voyage into the unknown expanse of the Atlantic Ocean. https://t.co/Mg3dxRfPuN",,,,
Sun Oct 07 18:15:22 +0000 2018,0,1.049E+18,NULL,20079,Twitter for iPhone,RT @FLOTUS: Thank you Kenya 🇰🇪 🇺🇸 https://t.co/JrHncob8Qp,,,,
Sun Oct 07 14:42:25 +0000 2018,87311,1.04895E+18,NULL,19807,Twitter for iPhone,".@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements! I look forward to seeing Chairman Kim again\, in the near future. https://t.co/bUa2pkq80s",,,,
Sun Oct 07 01:21:22 +0000 2018,228025,1.04875E+18,NULL,67746,Twitter for iPhone,"You don’t hand matches to an arsonist\, and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!",,,,
Sun Oct 07 01:15:00 +0000 2018,69247,1.04874E+18,NULL,15263,Twitter for iPhone,"Beautiful evening in Topeka\, Kansas. VOTE\, VOTE\, VOTE! #MAGA https://t.co/bomRqsaYfm",,,,
Sun Oct 07 00:49:56 +0000 2018,73059,1.04874E+18,NULL,15474,Twitter for iPhone,Thank you Kansas - I love you! \nhttps://t.co/ymCFNr9WQY,,,,
Sat Oct 06 21:57:09 +0000 2018,162935,1.04869E+18,NULL,37880,Twitter for iPhone,"The crowd in front of the U.S. Supreme Court is tiny\, looks like about 200 people (&amp; most are onlookers) - that wouldn’t even fill the first couple of rows of our Kansas Rally\, or any of our Rallies for that matter! The Fake News Media tries to make it look sooo big\, &amp; it’s not!",,,,
Sat Oct 06 20:15:30 +0000 2018,262765,1.04867E+18,NULL,62475,Twitter for iPhone,"I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE\, Judge Brett Kavanaugh\, to the United States Supreme Court. Later today\, I will sign his Commission of Appointment\, and he will be officially sworn in. Very exciting!",,,,
Sat Oct 06 20:06:01 +0000 2018,156497,1.04867E+18,NULL,28008,Twitter for iPhone,"I have asked Steve Daines\, our great Republican Senator from Montana\, to attend his daughter Annie’s wedding rather than coming to today’s vote. Steve was ready to do whatever he had to\, but we had the necessary number. To the Daines Family\, congratulations-have a wonderful day!",,,,
Sat Oct 06 16:08:57 +0000 2018,132372,1.04861E+18,NULL,29482,Twitter for iPhone,"Women for Kavanaugh\, and many others who support this very good man\, are gathering all over Capitol Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!",,,,
Sat Oct 06 14:40:53 +0000 2018,56869,1.04858E+18,NULL,15505,Twitter for iPhone,"Women for Kavanaugh\, and many others who support this very good man\, are gathering all over Capital Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!",,,,
Sat Oct 06 03:46:07 +0000 2018,0,1.04842E+18,NULL,17892,Twitter for iPhone,RT @realDonaldTrump: Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil,,,,
Fri Oct 05 21:29:54 +0000 2018,0,1.04832E+18,NULL,19621,Twitter for iPhone,RT @FLOTUS: Thank you Malawi! 🇺🇸 🇲🇼 https://t.co/rE03LMNzOZ,,,,
Fri Oct 05 21:29:49 +0000 2018,0,1.04832E+18,NULL,20351,Twitter for iPhone,RT @FLOTUS: Thank you Ghana! 🇺🇸 🇬🇭 https://t.co/d34cqFyRdN,,,,
Fri Oct 05 14:59:41 +0000 2018,199902,1.04823E+18,NULL,40450,Twitter for iPhone,Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!,,,,
Fri Oct 05 13:06:08 +0000 2018,159724,1.0482E+18,NULL,37512,Twitter for iPhone,Just out: 3.7% Unemployment is the lowest number since 1969!,,,,
Fri Oct 05 13:03:06 +0000 2018,179025,1.0482E+18,NULL,53468,Twitter for iPhone,"The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don’t fall for it! Also\, look at all of the professionally made identical signs. Paid for by Soros and others. These are not signs made in the basement from love! #Troublemakers",,,,
Fri Oct 05 11:29:15 +0000 2018,0,1.04817E+18,NULL,31272,Twitter for iPhone,"RT @RealJamesWoodss: Whether you love or hate him\, Trump’s ascendancy to the presidency was a once-in-a-century miracle. He was literally t…",,,,
Fri Oct 05 11:28:02 +0000 2018,0,1.04817E+18,NULL,5509,Twitter for iPhone,"RT @newsobserver: Presidential adviser and daughter @IvankaTrump will make 3 stops in NC to see hurricane relief efforts\, thank first respo…",,,,
Fri Oct 05 11:25:42 +0000 2018,0,1.04817E+18,NULL,7954,Twitter for iPhone,"RT @Scavino45: 🚨Happening Now | 2:08amE; Our great @FLOTUS\, Melania Trump...visiting a Kenyan elephant orphanage...https://t.co/rW2cWXaswf",,,,
Fri Oct 05 01:03:25 +0000 2018,70217,1.04802E+18,NULL,15500,Twitter for iPhone,"Beautiful evening in Rochester\, Minnesota. VOTE\, VOTE\, VOTE! https://t.co/SyxrxvTpZE",,,,
Fri Oct 05 00:52:20 +0000 2018,82812,1.04801E+18,NULL,17899,Twitter for iPhone,Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil,,,,
Thu Oct 04 22:58:21 +0000 2018,60313,1.04798E+18,NULL,14343,Twitter for iPhone,"Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U.S. Senate\, and we need the strong leadership of @TomEmmer\, @Jason2CD\, @JimHagedornMN and @PeteStauber in the U.S. House!",,,,
Thu Oct 04 22:17:48 +0000 2018,70888,1.04797E+18,NULL,17129,Twitter for iPhone,Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi is spending hundreds of thousands of dollars on his opponent because they both support a liberal agenda of higher taxes and wasteful spending!,,,,
Thu Oct 04 19:29:27 +0000 2018,52687,1.04793E+18,NULL,12858,Twitter for iPhone,“U.S. Stocks Widen Global Lead” https://t.co/Snhv08ulcO,,,,
Thu Oct 04 19:17:28 +0000 2018,40060,1.04793E+18,NULL,10910,Twitter for iPhone,Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV,,,,
Thu Oct 04 17:38:08 +0000 2018,95626,1.0479E+18,NULL,21889,Twitter for iPhone,"Working hard\, thank you! https://t.co/6HQVaEXH0I",,,,
Thu Oct 04 14:17:01 +0000 2018,122924,1.04785E+18,NULL,30705,Twitter for iPhone,"This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100\, it would still not be good enough for the Obstructionist Democrats.",,,,
Thu Oct 04 14:01:13 +0000 2018,0,1.04785E+18,NULL,13793,Twitter for iPhone,"RT @ChatByCC: While armed with the power of our Vote\, we proudly &amp; peacefully revolted\n\nNever doubt this was an American revolution\n\n#MAGA…",,,,
Thu Oct 04 13:54:58 +0000 2018,115007,1.04785E+18,NULL,28178,Twitter for iPhone,"This is a very important time in our country. Due Process\, Fairness and Common Sense are now on trial!",,,,
Thu Oct 04 13:34:16 +0000 2018,134529,1.04784E+18,NULL,23172,Twitter for iPhone,"Our country’s great First Lady\, Melania\, is doing really well in Africa. The people love her\, and she loves them! It is a beautiful thing to see.",,,,
Thu Oct 04 12:16:41 +0000 2018,139389,1.04782E+18,NULL,34356,Twitter for iPhone,"The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly\, this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!",,,,
Thu Oct 04 02:23:11 +0000 2018,157867,1.04767E+18,NULL,37889,Twitter for iPhone,"Wow\, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy\, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!",,,,
Thu Oct 04 00:01:09 +0000 2018,85256,1.04764E+18,NULL,20749,Twitter for iPhone,"My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight\, in South Carolina. We are forever grateful for what our Law Enforcement Officers do 24/7/365. https://t.co/ZwDmDthItD",,,,
Wed Oct 03 14:35:48 +0000 2018,70909,1.0475E+18,NULL,14191,Twitter for iPhone,"Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call\, we will work well together!",,,,
Wed Oct 03 14:29:25 +0000 2018,103846,1.04749E+18,NULL,26592,Twitter for iPhone,I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH! He and his wonderful family deserve much better.,,,,
Wed Oct 03 14:13:42 +0000 2018,69609,1.04749E+18,NULL,14469,Twitter for iPhone,"Mexico\, Canada and the United States are a great partnership and will be a very formidable trading force. We will now\, because of the USMCA\, work very well together. Great Spirit!",,,,
Wed Oct 03 14:05:28 +0000 2018,62615,1.04749E+18,NULL,13208,Twitter for iPhone,"Blowout numbers on New Jobs and\, separately\, Services. Market up!",,,,
Wed Oct 03 14:02:10 +0000 2018,47553,1.04749E+18,NULL,9885,Twitter for iPhone,"Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada\, the USMCA. I have long ago given you my Full Endorsement\, and for good reason. Keep up the Great Work! @Varneyco",,,,
Wed Oct 03 13:23:34 +0000 2018,47201,1.04748E+18,NULL,9832,Twitter for iPhone,Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt,,,,
Wed Oct 03 13:16:08 +0000 2018,43757,1.04748E+18,NULL,10432,Twitter for iPhone,https://t.co/w04sqlMIYm,,,,
Wed Oct 03 13:04:02 +0000 2018,91906,1.04747E+18,NULL,20538,Twitter for iPhone,"The Stock Market just reached an All-Time High during my Administration for the 102nd Time\, a presidential record\, by far\, for less than two years. So much potential as Trade and Military Deals are completed.",,,,
Wed Oct 03 12:53:35 +0000 2018,81741,1.04747E+18,NULL,18236,Twitter for iPhone,"The Failing New York Times did something I have never seen done before. They used the concept of “time value of money” in doing a very old\, boring and often told hit piece on me. Added up\, this means that 97% of their stories on me are bad. Never recovered from bad election call!",,,,
Wed Oct 03 12:35:52 +0000 2018,53036,1.04747E+18,NULL,12374,Twitter for iPhone,"Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all\, he always gets what his district\, and our country\, wants and needs. Strong on Crime\, Border\, Military\, Vets and 2nd Amendment. Pete has my Full and Total Endorsement. A great guy!",,,,
Wed Oct 03 03:56:24 +0000 2018,0,1.04733E+18,NULL,10821,Twitter for iPhone,"RT @DHSgov: REMINDER: Tomorrow\, 10/3 at 2:18 PM EDT\, there will be a nationwide test of the Wireless Emergency Alert system\, in coordinatio…",,,,
Wed Oct 03 02:58:22 +0000 2018,51047,1.04732E+18,NULL,11026,Twitter for iPhone,"Thank you Mississippi - Together\, we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG",,,,
Wed Oct 03 02:18:03 +0000 2018,76326,1.04731E+18,NULL,17730,Twitter for iPhone,"Today\, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence grants – a top priority for @sandyhook. I am committed to keeping our children SAFE in their schools!",,,,
Wed Oct 03 02:15:03 +0000 2018,52131,1.04731E+18,NULL,12636,Twitter for iPhone,"“National wage growth is at the highest it’s been in nearly 17 months -- and\, according to a new study released by Glassdoor\, it’s not expected to slow down anytime soon....” https://t.co/G0Ts6yVqF9",,,,
Wed Oct 03 01:25:33 +0000 2018,84510,1.0473E+18,NULL,21274,Twitter for iPhone,GOD BLESS THE U.S.A.! #MAGA🇺🇸 https://t.co/pquqyy5S3G,,,,
Wed Oct 03 01:18:08 +0000 2018,51334,1.04729E+18,NULL,11406,Twitter for iPhone,Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG,,,,
Tue Oct 02 21:20:05 +0000 2018,69554,1.04723E+18,NULL,15582,Twitter for iPhone,This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj,,,,
Tue Oct 02 21:17:08 +0000 2018,0,1.04723E+18,NULL,12612,Twitter for iPhone,"RT @WhiteHouse: “America will always be a nation of great builders\, because in America\, we honor work\, we honor grit\, we honor craftsmanshi…",,,,
Tue Oct 02 18:18:35 +0000 2018,43190,1.04719E+18,NULL,9715,Twitter for iPhone,“USMCA Wins Praise as a Victory for American Industries and Workers”➡️https://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT,,,,
Tue Oct 02 17:22:36 +0000 2018,90565,1.04718E+18,NULL,18653,Twitter for iPhone,Proud of our great First Lady - and she loves doing this! https://t.co/VD7wlqeJoR,,,,
Tue Oct 02 16:18:58 +0000 2018,56312,1.04716E+18,NULL,12195,Twitter for iPhone,"Yesterday\, it was my great honor to present the Medal of Honor to Ronald J. Shurer II\, for his actions on April 6\, 2008\, when he braved enemy fire to treat multiple injured Soldiers. Read more: https://t.co/Nrrcp2JJUL https://t.co/A0KLHmIPZs",,,,
Tue Oct 02 16:08:25 +0000 2018,169591,1.04716E+18,NULL,45533,Twitter for iPhone,THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!,,,,
Tue Oct 02 15:02:03 +0000 2018,74222,1.04714E+18,NULL,15267,Twitter for iPhone,Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.,,,,
Tue Oct 02 14:52:52 +0000 2018,85333,1.04714E+18,NULL,11979,Twitter for iPhone,"Happy 7th birthday to Tristan\, a very special member of the Trump family!",,,,
Tue Oct 02 00:50:23 +0000 2018,115528,1.04693E+18,NULL,27116,Twitter for iPhone,WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5,,,,
Tue Oct 02 00:37:49 +0000 2018,73602,1.04692E+18,NULL,15901,Twitter for iPhone,Thank you Tennessee - I love you! https://t.co/1swpoY7F5x,,,,
Tue Oct 02 00:25:44 +0000 2018,47787,1.04692E+18,NULL,12299,Twitter for iPhone,https://t.co/5UmYGFLyLK,,,,
Mon Oct 01 12:08:26 +0000 2018,64636,1.04673E+18,NULL,12285,Twitter for iPhone,News conference on the USMCA this morning at 11:00 - Rose Garden of White House.,,,,
Mon Oct 01 10:56:22 +0000 2018,103661,1.04672E+18,NULL,19069,Twitter for iPhone,Congratulations to Mexico and Canada!,,,,
Mon Oct 01 10:53:28 +0000 2018,79307,1.04671E+18,NULL,18158,Twitter for iPhone,"....deficiencies and mistakes in NAFTA\, greatly opens markets to our Farmers and Manufacturers\, reduces Trade Barriers to the U.S. and will bring all three Great Nations together in competition with the rest of the world. The USMCA is a historic transaction!",,,,
Mon Oct 01 10:40:24 +0000 2018,6809,1.04671E+18,NULL,1921,Twitter for iPhone,".....deficiencies and mistakes in NAFTA\, greatly opens markets to our Farmers and Manufacturers\, reduce Trade Barriers to the U.S. and will bring all three Great Nations closer together in competition with the rest of the world. The USMCA is a historic transaction!",,,,
Mon Oct 01 10:30:08 +0000 2018,128871,1.04671E+18,NULL,28659,Twitter for iPhone,"Late last night\, our deadline\, we reached a wonderful new Trade Deal with Canada\, to be added into the deal already reached with Mexico. The new name will be The United States Mexico Canada Agreement\, or USMCA. It is a great deal for all three countries\, solves the many......",,,,
Sun Sep 30 18:56:27 +0000 2018,141208,1.04647E+18,NULL,37794,Twitter for iPhone,"Wow! Just starting to hear the Democrats\, who are only thinking Obstruct and Delay\, are starting to put out the word that the “time” and “scope” of FBI looking into Judge Kavanaugh and witnesses is not enough. Hello! For them\, it will never be enough - stay tuned and watch!",,,,
Sun Sep 30 17:47:03 +0000 2018,136934,1.04646E+18,NULL,34181,Twitter for iPhone,"So if African-American unemployment is now at the lowest number in history\, median income the highest\, and you then add all of the other things I have done\, how do Democrats\, who have done NOTHING for African-Americans but TALK\, win the Black Vote?  And it will only get better!",,,,
Sun Sep 30 16:57:45 +0000 2018,221791,1.04644E+18,NULL,46040,Twitter for iPhone,"Like many\, I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny\, no talent or charm. It is just a political ad for the Dems. Word is that Kanye West\, who put on a MAGA hat after the show (despite being told “no”)\, was great. He’s leading the charge!",,,,
Sun Sep 30 02:49:55 +0000 2018,159356,1.04623E+18,NULL,45075,Twitter for iPhone,"NBC News incorrectly reported (as usual) that I was limiting the FBI investigation of Judge Kavanaugh\, and witnesses\, only to certain people. Actually\, I want them to interview whoever they deem appropriate\, at their discretion. Please correct your reporting!",,,,
Sun Sep 30 00:52:25 +0000 2018,83974,1.0462E+18,NULL,17544,Twitter for iPhone,Thank you West Virginia - I love you! https://t.co/Ou2umCfKp9,,,,
Sun Sep 30 00:51:22 +0000 2018,62329,1.0462E+18,NULL,15339,Twitter for iPhone,https://t.co/BxlF4grr9k,,,,
Sat Sep 29 20:36:43 +0000 2018,74598,1.04614E+18,NULL,13470,Twitter for iPhone,"Heading to West Virginia now. Big Rally. Will be live on @FoxNews tonight. Long lines\, but will be great!",,,,
Sat Sep 29 20:33:51 +0000 2018,142169,1.04614E+18,NULL,46252,Twitter for iPhone,"Senator Richard Blumenthal must talk about his fraudulent service in Vietnam\, where for 12 years he told the people of Connecticut\, as their Attorney General\, that he was a great Marine War Hero. Talked about his many battles of near death\, but was never in Vietnam. Total Phony!",,,,
Sat Sep 29 00:27:17 +0000 2018,177927,1.04583E+18,NULL,40636,Twitter for iPhone,"Just started\, tonight\, our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly great Justice of The United States Supreme Court!",,,,
Thu Sep 27 22:46:17 +0000 2018,320104,1.04544E+18,NULL,84180,Twitter for iPhone,"Judge Kavanaugh showed America exactly why I nominated him. His testimony was powerful\, honest\, and riveting. Democrats’ search and destroy strategy is disgraceful and this process has been a total sham and effort to delay\, obstruct\, and resist. The Senate must vote!",,,,
Wed Sep 26 23:52:51 +0000 2018,78771,1.0451E+18,NULL,17443,Twitter for iPhone,https://t.co/9o5gZlJiTd,,,,
Wed Sep 26 20:48:12 +0000 2018,54364,1.04505E+18,NULL,14398,Twitter for iPhone,"Join me this Saturday in Wheeling\, West Virginia at 7pmE! Tickets: https://t.co/JyRaBps0eR https://t.co/hiruLIxa7w",,,,
Wed Sep 26 20:47:16 +0000 2018,0,1.04505E+18,NULL,7928,Twitter for iPhone,RT @WhiteHouse: President Trump and Prime Minister Theresa May met for a bilateral meeting in New York 🇺🇸 🇬🇧 https://t.co/VdJztUmD9T,,,,
Wed Sep 26 19:23:07 +0000 2018,0,1.04503E+18,NULL,8122,Twitter for iPhone,"RT @WhiteHouse: This afternoon\, President Trump participated in a bilateral meeting with Prime Minister Abe. 🇺🇸🇯🇵 https://t.co/PvSINQY7yq",,,,
Wed Sep 26 19:23:03 +0000 2018,0,1.04503E+18,NULL,8621,Twitter for iPhone,"RT @WhiteHouse: Earlier today\, President Trump participated in a bilateral meeting with Prime Minister @netanyahu of Israel. 🇺🇸🇮🇱 https://t…",,,,
Wed Sep 26 17:34:34 +0000 2018,66506,1.045E+18,NULL,15009,Twitter for iPhone,"Congressman Lee Zeldin is doing a fantastic job in D.C. Tough and smart\, he loves our Country and will always be there to do the right thing. He has my Complete and Total Endorsement!",,,,
Wed Sep 26 17:31:40 +0000 2018,0,1.045E+18,NULL,17828,Twitter for iPhone,RT @PeteHegseth: This @realDonaldTrump speech to the #UNGA should be required viewing in American high schools. A beautiful articulation of…,,,,
Wed Sep 26 17:28:54 +0000 2018,0,1.045E+18,NULL,18331,Twitter for iPhone,"RT @newtgingrich: President Trump’s United Nations speech today is a remarkable outline of the power of patriotism\, the importance of natio…",,,,
Wed Sep 26 17:26:54 +0000 2018,59948,1.045E+18,NULL,19303,Twitter for iPhone,"China is actually placing propaganda ads in the Des Moines Register and other papers\, made to look like news. That’s because we are beating them on Trade\, opening markets\, and the farmers will make a fortune when this is over! https://t.co/ppdvTX7oz1",,,,
Wed Sep 26 16:47:06 +0000 2018,138700,1.04499E+18,NULL,34814,Twitter for iPhone,"Avenatti is a third rate lawyer who is good at making false accusations\, like he did on me and like he is now doing on Judge Brett Kavanaugh. He is just looking for attention and doesn’t want people to look at his past record and relationships - a total low-life!",,,,
Wed Sep 26 10:57:30 +0000 2018,96037,1.0449E+18,NULL,20615,Twitter for iPhone,Jobless Claims fell to their lowest level in 49 years!,,,,
Wed Sep 26 10:54:59 +0000 2018,92071,1.0449E+18,NULL,20532,Twitter for iPhone,"Consumer confidence hits an 18 year high\, close to breaking the all-time record. A big jump from last 8 years. People are excited about the USA again! We are getting Bigger and Richer and Stronger. WAY MORE TO GO!",,,,
Wed Sep 26 02:55:20 +0000 2018,127414,1.04478E+18,NULL,34761,Twitter for iPhone,The Democrats are playing a high level CON GAME in their vicious effort to destroy a fine person. It is called the politics of destruction. Behind the scene the Dems are laughing. Pray for Brett Kavanaugh and his family!,,,,
Wed Sep 26 02:38:54 +0000 2018,57179,1.04478E+18,NULL,13461,Twitter for iPhone,“These law enforcement people took the law into their own hands when it came to President Trump.” @LindseyGrahamSC,,,,
Tue Sep 25 22:06:33 +0000 2018,53232,1.04471E+18,NULL,12380,Twitter for iPhone,73rd Session of the United Nations General Assembly #UNGA https://t.co/xJyx7RrH5F,,,,
Tue Sep 25 20:27:25 +0000 2018,55504,1.04468E+18,NULL,13445,Twitter for iPhone,"“Consumer confidence rose in September\, notching its highest level in about 18 years. The Consumer Board's index rose to 138.4 this month from 134.7 in August...” https://t.co/ZbxjnrRvAX",,,,
Tue Sep 25 19:28:26 +0000 2018,41744,1.04467E+18,NULL,9802,Twitter for iPhone,“Remarks by President Trump at a Luncheon Hosted by the Secretary-General of the United Nations” https://t.co/ShHaLmoSDL https://t.co/k62KGgD8j6,,,,
Tue Sep 25 17:19:44 +0000 2018,41125,1.04464E+18,NULL,9625,Twitter for iPhone,“Remarks by President Trump to the 73rd Session of the United Nations General Assembly” ➡️https://t.co/Oshhko61zY https://t.co/Fm8LSse417,,,,
Tue Sep 25 16:45:36 +0000 2018,96699,1.04463E+18,NULL,27013,Twitter for iPhone,Rush Limbaugh to Republicans: “You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved.”,,,,
Tue Sep 25 16:37:43 +0000 2018,58273,1.04463E+18,NULL,14219,Twitter for iPhone,Thank you Dr. Jeffress! https://t.co/cm7NjQh0ti,,,,
Tue Sep 25 16:36:02 +0000 2018,71995,1.04463E+18,NULL,15597,Twitter for iPhone,Thank you Mark! https://t.co/NVGs6WbQe2,,,,
Tue Sep 25 15:27:35 +0000 2018,45705,1.04461E+18,NULL,13408,Twitter for iPhone,https://t.co/h43dehf0WV,,,,
Tue Sep 25 13:14:04 +0000 2018,85962,1.04458E+18,NULL,16066,Twitter for iPhone,Will be speaking at the United Nations this morning. Our country is much stronger and much richer than it was when I took office less than two years ago. We are also MUCH safer!,,,,
Tue Sep 25 10:53:41 +0000 2018,80931,1.04454E+18,NULL,15473,Twitter for iPhone,"Despite requests\, I have no plans to meet Iranian President Hassan Rouhani. Maybe someday in the future. I am sure he is an absolutely lovely man!",,,,
Tue Sep 25 10:41:20 +0000 2018,77478,1.04454E+18,NULL,16947,Twitter for iPhone,Republican Party Favorability is the highest it has been in 7 years - 3 points higher than Democrats!  Gallup,,,,
Tue Sep 25 02:50:09 +0000 2018,115208,1.04442E+18,NULL,30357,Twitter for iPhone,"The Democrats are working hard to destroy a wonderful man\, and a man who has the potential to be one of our greatest Supreme Court Justices ever\, with an array of False Accusations the likes of which have never been seen before!",,,,
Tue Sep 25 02:38:39 +0000 2018,109226,1.04442E+18,NULL,30149,Twitter for iPhone,REMEMBER THE MIDTERMS!,,,,
Tue Sep 25 02:37:58 +0000 2018,11393,1.04442E+18,NULL,3565,Twitter for iPhone,"The Democrats are working hard to destroy a wonderful man\, and a man who has the potential to be one of our greatest Supreme Court Justices ever\, with an array of False Acquisitions the likes of which have never been seen before!",,,,
Tue Sep 25 00:22:46 +0000 2018,51205,1.04438E+18,NULL,11880,Twitter for iPhone,https://t.co/FXqSWusSTV,,,,
Mon Sep 24 23:41:37 +0000 2018,39362,1.04437E+18,NULL,7707,Twitter for iPhone,"It was my great honor to welcome President @EmmanuelMacron of France to the United States\, here in New York City\, this evening! #UNGA https://t.co/Gd7pCBFUCg",,,,
Mon Sep 24 22:53:04 +0000 2018,0,1.04436E+18,NULL,12517,Twitter for iPhone,"RT @realDonaldTrump: Brett Kavanaugh and his wife\, Ashley\, will be interviewed tonight at 7pmE on @marthamaccallum @FoxNews. This is an out…",,,,
Mon Sep 24 22:33:39 +0000 2018,36903,1.04435E+18,NULL,7857,Twitter for iPad,"It was my great honor to welcome President @AlsisiOfficial of Egypt to the United States this afternoon\, in New York City. Great meetings! #UNGA https://t.co/dsMZWodpWr",,,,
Mon Sep 24 21:46:22 +0000 2018,37843,1.04434E+18,NULL,8696,Twitter for iPhone,Joint Statement on the United States-Korea Free Trade Agreement: https://t.co/m0jW8nqdQW https://t.co/lcrhsJtv00,,,,
Mon Sep 24 21:33:33 +0000 2018,87097,1.04434E+18,NULL,19121,Twitter for iPhone,"Brett Kavanaugh and his wife\, Ashley\, will be interviewed tonight at 7pmE on @marthamaccallum @FoxNews. This is an outstanding family who must be treated fairly!",,,,
Mon Sep 24 20:44:24 +0000 2018,54088,1.04433E+18,NULL,13808,Twitter for iPhone,US-Korea Free Trade Agreement Signing Ceremony! https://t.co/yLFkAZgagG,,,,
Mon Sep 24 20:42:22 +0000 2018,36804,1.04433E+18,NULL,8886,Twitter for iPhone,"It was my great honor to welcome and meet with President @moonriver365 Jae-in of South Korea today\, in New York City! https://t.co/7f3eOYGxDn #UNGA https://t.co/B6rVeeBTCc",,,,
Mon Sep 24 16:55:18 +0000 2018,57775,1.04427E+18,NULL,12692,Twitter for iPhone,"Today\, we commit to fighting the drug epidemic together! #UNGA https://t.co/XgaYTOBrSK",,,,
Mon Sep 24 14:17:26 +0000 2018,36554,1.04423E+18,NULL,8216,Twitter for iPhone,“Remarks by President Trump at ‘Global Call to Action on the World Drug Problem’ Event” #UNGA\n➡️https://t.co/kvUZegWdlH https://t.co/BGdrQeZuId,,,,
Mon Sep 24 14:13:22 +0000 2018,0,1.04423E+18,NULL,3998,Twitter for iPhone,"RT @SCEMD: Now is the time to put safety first above everything else. Evacuate to a shelter if you need to\, take your pets with you. Your l…",,,,
Sun Sep 23 22:48:33 +0000 2018,89591,1.044E+18,NULL,18058,Twitter for iPhone,"Prime Minster @AbeShinzo is coming up to Trump Tower for dinner but\, most importantly\, he just had a great landslide victory in Japan. I will congratulate him on behalf of the American people!",,,,
Sun Sep 23 20:52:37 +0000 2018,90886,1.04397E+18,NULL,18173,Twitter for iPhone,"Going to New York. Will be with Prime Minister Abe of Japan tonight\, talking Military and Trade. We have done much to help Japan\, would like to see more of a reciprocal relationship. It will all work out!",,,,
Sun Sep 23 20:43:52 +0000 2018,104389,1.04396E+18,NULL,16111,Twitter for iPhone,Tiger is playing great. Looks like a big win could happen. Very exciting! @TigerWoods,,,,
